DATE,NG_DEMAND,LOWEST_REL_HUMIDITY,HEATING_DEGREE_DAYS,LOWEST_TEMPERATURE,AVG_TEMPERATURE,HIGHEST_TEMPERATURE
2013-12-07,1105,48.0625,46.45625,-33.9125,-28.45625,-22.975
2013-12-08,1046,49.75,42.2625,-28.525,-24.2625,-19.93125
2013-12-09,948,28.533333333333335,39.14,-28.779999999999998,-21.14,-13.446666666666665
2013-12-10,1000,0.0,38.70666666666667,-29.720000000000002,-20.706666666666667,-11.633333333333333
2013-12-11,948,0.0,41.1875,-30.89375,-23.1875,-15.45
2013-12-12,950,0.0,35.9625,-20.8,-17.9625,-15.08125
2013-12-13,1028,0.0,39.762499999999996,-24.025,-21.7625,-19.44375
2013-12-14,980,0.0,37.9625,-24.64375,-19.962500000000002,-15.23125
2013-12-15,839,0.0,25.0625,-16.125,-7.0625,2.03125
2013-12-16,812,0.0,21.7625,-9.83125,-4.8875,-0.10625
2013-12-17,887,0.0,26.0375,-15.925,-9.1625,-3.7062500000000003
2013-12-18,1023,0.0,32.53125,-24.0625,-14.53125,-4.94375
2013-12-19,1051,0.0,41.84666666666667,-28.053333333333335,-23.846666666666668,-19.59333333333333
2013-12-20,1083,0.0,41.04666666666667,-26.733333333333334,-23.046666666666667,-19.30666666666667
2013-12-21,1072,0.0,43.2875,-28.28125,-25.2875,-22.2375
2013-12-22,1083,0.0,46.575,-33.85,-28.575,-23.25625
2013-12-23,1003,0.0,36.75,-33.325,-19.875,-8.5
2013-12-24,722,0.0,25.246666666666666,-11.966666666666667,-7.246666666666667,-2.4466666666666663
2013-12-25,727,0.0,24.875,-11.2125,-6.875,-2.4875
2013-12-26,692,0.0,22.01875,-9.025,-4.01875,1.0062499999999999
2013-12-27,794,0.0,20.7625,-10.89375,-3.8875,2.79375
2013-12-28,1015,0.0,36.980000000000004,-28.073333333333334,-18.98,-9.833333333333334
2013-12-29,1007,0.0,42.22666666666667,-30.78666666666667,-24.226666666666667,-17.613333333333333
2013-12-30,1081,0.0,42.74375,-29.5625,-24.74375,-19.86875
2013-12-31,1076,0.0,44.83125,-30.51875,-26.83125,-23.0875
2014-01-01,1028,0.0,43.19375,-29.80625,-25.19375,-20.53125
2014-01-02,890,0.0,35.10625,-28.275,-17.10625,-5.8875
2014-01-03,863,0.0,30.66875,-21.25625,-12.668750000000001,-4.0375
2014-01-04,1011,0.0,42.5875,-28.78125,-24.5875,-20.3375
2014-01-05,1092,0.0,48.7375,-34.23125,-30.7375,-27.1875
2014-01-06,1022,0.0,44.225,-33.925,-26.225,-18.4375
2014-01-07,1004,0.0,41.2,-27.6,-23.2,-18.7625
2014-01-08,931,0.0,36.7125,-28.00625,-18.7125,-9.375
2014-01-09,820,0.0,27.76875,-13.33125,-9.76875,-6.18125
2014-01-10,783,0.0,26.4125,-12.06875,-8.4125,-4.675
2014-01-11,753,0.0,24.3625,-13.74375,-6.3625,1.0875
2014-01-12,795,0.0,26.65,-16.2375,-8.65,-1.0062499999999999
2014-01-13,834,0.0,27.725,-16.625,-9.725,-2.74375
2014-01-14,793,0.0,26.375,-14.14375,-8.375,-2.55
2014-01-15,731,0.0,17.192857142857143,-4.871428571428572,0.8071428571428572,6.464285714285714
2014-01-16,778,0.0,24.40625,-11.86875,-6.40625,-0.93125
2014-01-17,655,0.0,21.05625,-9.24375,-3.05625,3.1625
2014-01-18,634,0.0,20.16875,-7.3875,-2.16875,3.08125
2014-01-19,705,0.0,22.63125,-10.8625,-4.63125,1.63125
2014-01-20,896,0.0,33.6875,-24.00625,-15.6875,-7.3125
2014-01-21,799,0.0,29.0,-16.35625,-11.0,-5.58125
2014-01-22,934,0.0,38.60625,-26.85625,-20.60625,-14.306249999999999
2014-01-23,740,0.0,29.993333333333332,-24.466666666666665,-11.993333333333334,0.52
2014-01-24,644,0.0,18.95,-5.19375,-0.95,3.29375
2014-01-25,717,0.0,20.85625,-7.9875,-2.8562499999999997,2.275
2014-01-26,999,0.0,32.446666666666665,-25.833333333333332,-14.446666666666667,-3.006666666666667
2014-01-27,1065,0.0,43.81333333333334,-29.973333333333336,-25.813333333333333,-21.586666666666666
2014-01-28,923,0.0,36.3,-26.779999999999998,-18.3,-9.766666666666667
2014-01-29,951,0.0,31.94375,-19.0125,-13.94375,-8.81875
2014-01-30,1035,0.0,39.49375,-24.71875,-21.49375,-18.20625
2014-01-31,975,0.0,35.70625,-22.2,-17.70625,-13.175
2014-02-01,948,0.0,33.30625,-18.525,-15.30625,-12.04375
2014-02-02,924,0.0,33.125,-19.1125,-15.125,-11.075
2014-02-03,1007,0.0,37.34375,-23.95625,-19.34375,-14.68125
2014-02-04,1028,0.0,41.3,-26.75,-23.3,-19.79375
2014-02-05,1021,0.0,41.825,-28.1375,-23.825,-19.44375
2014-02-06,1006,0.0,38.21875,-25.4,-20.21875,-14.9875
2014-02-07,1007,0.0,38.09375,-25.45625,-20.09375,-14.6875
2014-02-08,1052,0.0,40.86875,-27.756249999999998,-22.86875,-17.925
2014-02-09,1076,0.0,44.65,-31.8125,-26.65,-21.44375
2014-02-10,1073,0.0,42.2,-31.2,-24.2,-17.1625
2014-02-11,1021,0.0,37.06875,-24.55625,-19.06875,-13.50625
2014-02-12,1061,0.0,38.575,-26.49375,-20.575,-14.6
2014-02-13,1029,0.0,38.05,-25.25,-20.05,-14.79375
2014-02-14,911,0.0,32.3875,-20.38125,-14.3875,-8.33125
2014-02-15,924,0.0,33.28125,-19.98125,-15.28125,-10.5375
2014-02-16,816,0.0,27.425,-17.1125,-9.425,-1.6937499999999999
2014-02-17,777,0.0,23.4625,-12.05,-5.4625,1.18125
2014-02-18,805,0.0,24.6875,-12.96875,-6.6875,-0.36249999999999993
2014-02-19,890,0.0,27.975,-15.81875,-9.975,-4.075
2014-02-20,976,0.0,34.44375,-22.55,-16.44375,-10.2875
2014-02-21,959,0.0,36.1,-22.825,-18.1,-13.3375
2014-02-22,992,0.0,36.925000000000004,-24.2625,-18.925,-13.54375
2014-02-23,1071,0.0,42.69375,-29.09375,-24.69375,-20.2375
2014-02-24,1068,0.0,42.925,-31.5375,-24.925,-18.28125
2014-02-25,972,0.0,42.73125,-31.48125,-24.73125,-17.93125
2014-02-26,913,0.0,37.44375,-25.8125,-19.44375,-13.025
2014-02-27,931,0.0,37.98125,-27.975,-19.98125,-11.91875
2014-02-28,1072,0.0,43.59375,-33.2125,-25.59375,-17.925
2014-03-01,1051,0.0,49.24375,-36.9375,-31.24375,-25.4875
2014-03-02,986,0.0,45.0875,-33.4875,-27.0875,-20.625
2014-03-03,962,0.0,39.81875,-26.93125,-21.81875,-16.6625
2014-03-04,925,0.0,36.45,-22.73125,-18.45,-14.11875
2014-03-05,886,0.0,32.25625,-17.60625,-14.25625,-10.8625
2014-03-06,928,0.0,34.3625,-21.5,-16.3625,-11.19375
2014-03-07,896,0.0,36.9,-26.125,-18.9,-11.60625
2014-03-08,702,0.0,26.4875,-18.03125,-8.4875,1.0875
2014-03-09,662,0.0,18.8125,-5.975,-0.8125000000000001,4.375
2014-03-10,667,0.0,17.9625,-5.3875,-1.0875000000000001,3.01875
2014-03-11,686,0.0,20.525,-8.78125,-3.65,1.71875
2014-03-12,634,0.0,18.06875,-5.9875,-0.06875000000000007,5.85625
2014-03-13,651,0.0,17.2375,-2.5124999999999997,0.7625,4.00625
2014-03-14,774,0.0,22.125,-8.5,-4.125,0.30000000000000004
2014-03-15,798,0.0,24.318749999999998,-10.7625,-6.31875,-1.85
2014-03-16,692,0.0,16.7625,-4.2375,1.2374999999999998,6.6875
2014-03-17,714,0.0,17.86,-4.58,0.14000000000000004,4.86
2014-03-18,745,0.0,19.30666666666667,-5.4399999999999995,-1.3066666666666669,2.8333333333333335
2014-03-19,722,0.0,18.706666666666667,-6.473333333333333,-0.7066666666666667,5.0600000000000005
2014-03-20,803,0.0,21.26875,-8.9375,-3.2687500000000003,2.43125
2014-03-21,925,0.0,30.71875,-17.68125,-12.71875,-7.71875
2014-03-22,924,0.0,32.6125,-19.675,-14.6125,-9.49375
2014-03-23,900,0.0,30.00625,-18.73125,-12.00625,-5.2375
2014-03-24,932,0.0,29.61875,-15.24375,-11.61875,-7.96875
2014-03-25,835,0.0,28.53125,-17.66875,-10.53125,-3.3625
2014-03-26,831,0.0,25.15625,-10.51875,-7.15625,-3.725
2014-03-27,838,0.0,27.8875,-14.84375,-9.8875,-4.8875
2014-03-28,815,0.0,27.54375,-16.4625,-9.54375,-2.5625
2014-03-29,726,0.0,20.55,-9.51875,-2.55,4.425
2014-03-30,860,0.0,27.900000000000002,-16.075,-9.9,-3.6750000000000003
2014-03-31,875,0.0,31.39375,-19.45,-13.39375,-7.31875
2014-04-01,838,0.0,26.18125,-14.73125,-8.18125,-1.60625
2014-04-02,754,0.0,22.025,-9.8875,-4.025,1.8875
2014-04-03,717,0.0,20.6,-7.91875,-3.725,0.38125
2014-04-04,701,0.0,17.96875,-7.0875,0.031250000000000056,7.13125
2014-04-05,647,0.0,16.2625,-4.58125,1.7375,8.0375
2014-04-06,611,0.0,14.887500000000001,-3.1125,3.1125,9.2875
2014-04-07,663,0.0,13.125,-2.34375,3.75,9.71875
2014-04-08,606,0.0,9.8625,-0.35,8.1375,16.575
2014-04-09,660,0.0,12.39375,0.2375,5.60625,10.91875
2014-04-10,629,0.0,13.5125,-2.05,4.4875,11.0
2014-04-11,668,0.0,15.99375,-3.75625,2.00625,7.7375
2014-04-12,738,0.0,20.86875,-7.325,-2.86875,1.65
2014-04-13,748,0.0,23.10625,-10.50625,-5.10625,0.3375
2014-04-14,718,0.0,23.36875,-13.325,-5.3687499999999995,2.6375
2014-04-15,699,0.0,18.8125,-5.1,-0.8125,3.475
2014-04-16,714,0.0,22.05,-7.5,-4.05,-0.55625
2014-04-17,682,0.0,18.60625,-6.01875,-0.60625,4.81875
2014-04-18,684,0.0,16.09375,-0.7,1.90625,4.4875
2014-04-19,653,0.0,15.1125,-1.2625,2.8874999999999997,6.99375
2014-04-20,615,0.0,14.0375,-2.29375,3.9625,10.1625
2014-04-21,594,0.0,11.125,-1.65625,6.875,15.34375
2014-04-22,519,0.0,6.23125,2.03125,9.51875,17.0625
2014-04-23,645,0.0,11.0125,3.5124999999999997,6.9875,10.41875
2014-04-24,624,0.0,13.7125,-0.10625000000000002,4.2875,8.63125
2014-04-25,598,0.0,14.96,-1.78,3.04,7.806666666666667
2014-04-26,582,0.0,14.46875,0.2375,3.53125,6.76875
2014-04-27,627,0.0,14.975,0.3,3.025,5.7
2014-04-28,618,0.0,15.64375,-0.03750000000000002,2.35625,4.69375
2014-04-29,571,0.0,11.38125,-0.049999999999999996,5.49375,11.00625
2014-04-30,521,0.0,9.5125,-0.96875,7.3625,15.5625
2014-05-01,485,0.0,7.64375,0.7625000000000001,10.35625,19.9125
2014-05-02,540,0.0,11.825,0.775,6.175,11.5125
2014-05-03,574,0.0,16.30625,-2.0125,1.69375,5.38125
2014-05-04,577,0.0,15.34,-1.5533333333333335,2.6599999999999997,6.826666666666667
2014-05-05,572,0.0,12.6125,0.4875,5.3875,10.24375
2014-05-06,560,0.0,14.025,-0.73125,3.975,8.6375
2014-05-07,553,0.0,14.45625,-3.95625,2.41875,8.35625
2014-05-08,493,0.0,12.0375,-3.55625,5.9625,15.45
2014-05-09,495,0.0,8.31875,0.98125,9.68125,18.35625
2014-05-10,499,0.0,12.11875,-0.35624999999999996,5.88125,12.075
2014-05-11,518,0.0,13.8625,-3.33125,4.1375,11.55
2014-05-12,526,0.0,11.78125,-2.94375,5.09375,13.11875
2014-05-13,529,0.0,12.83125,-3.1,5.16875,13.4
2014-05-14,512,0.0,11.633333333333333,-4.54,6.366666666666666,17.233333333333334
2014-05-15,505,0.0,7.1625,3.01875,10.8375,18.61875
2014-05-16,480,0.0,7.46875,4.89375,10.53125,16.1125
2014-05-17,439,0.0,7.075,3.16875,10.924999999999999,18.625
2014-05-18,432,0.0,5.69375,5.76875,12.30625,18.7875
2014-05-19,495,0.0,8.58125,6.00625,9.41875,12.7875
2014-05-20,473,0.0,7.333333333333333,4.22,10.666666666666666,17.08
2014-05-21,445,0.0,3.6333333333333333,4.386666666666667,13.166666666666666,22.040000000000003
2014-05-22,422,0.0,0.5,8.65625,18.1,27.5
2014-05-23,432,0.0,0.0,11.15,20.93125,30.65625
2014-05-24,422,0.0,0.36874999999999997,11.86875,19.3375,26.7625
2014-05-25,434,0.0,3.025,8.9375,15.0125,21.03125
2014-05-26,448,0.0,2.40625,10.49375,15.83125,21.10625
2014-05-27,433,0.0,3.46,8.2,14.56,20.886666666666667
2014-05-28,430,0.0,3.8125,6.15625,14.4125,22.6125
2014-05-29,462,0.0,2.7875,9.175,15.55625,21.875
2014-05-30,449,0.0,3.325,6.1,14.675,23.18125
2014-05-31,466,0.0,2.99375,6.21875,15.01875,23.7625
2014-06-01,473,0.0,4.91875,8.4375,13.08125,17.69375
2014-06-02,462,0.0,4.1625,6.83125,13.8375,20.80625
2014-06-03,457,0.0,2.25625,7.3,14.61875,22.4375
2014-06-04,457,0.0,2.18125,10.4875,14.7625,19.6625
2014-06-05,499,0.0,7.525,5.0375,10.475,15.85625
2014-06-06,475,0.0,9.5875,2.2625,8.4125,14.51875
2014-06-07,452,0.0,7.453333333333333,2.3266666666666667,10.546666666666665,18.71333333333333
2014-06-08,480,0.0,6.75625,3.4,11.24375,19.01875
2014-06-09,467,0.0,5.06875,5.2125,12.93125,20.5875
2014-06-10,469,0.0,5.875,5.875,12.125,18.31875
2014-06-11,475,0.0,6.49375,3.65625,10.38125,17.0625
2014-06-12,477,0.0,4.68125,4.24375,13.31875,22.33125
2014-06-13,474,0.0,4.3625,8.5,13.6375,18.725
2014-06-14,493,0.0,5.6812499999999995,8.33125,11.19375,14.46875
2014-06-15,488,0.0,5.4,7.7,11.475,15.2
2014-06-16,510,0.0,5.55625,7.9750000000000005,12.44375,16.85625
2014-06-17,464,0.0,3.8125,8.89375,14.1875,19.44375
2014-06-18,471,0.0,3.35,11.2125,14.65,18.03125
2014-06-19,482,0.0,2.4875,11.29375,15.5125,19.69375
2014-06-20,488,0.0,3.1437500000000003,10.3625,14.85625,19.30625
2014-06-21,470,0.0,2.5125,10.575,15.51875,20.43125
2014-06-22,470,0.0,1.7,11.275,16.3,21.2875
2014-06-23,493,0.0,1.625,11.375,16.375,21.325
2014-06-24,485,0.0,1.5875,10.875,14.1625,18.83125
2014-06-25,486,0.0,1.23125,11.19375,15.64375,20.6375
2014-06-26,440,0.0,0.90625,11.98125,17.44375,22.83125
2014-06-27,432,0.0,0.325,13.0625,18.20625,23.29375
2014-06-28,418,0.0,0.39375000000000004,12.0625,17.8875,23.675
2014-06-29,423,0.0,1.03125,14.175,17.4125,20.58125
2014-06-30,424,0.0,2.0625,12.69375,16.00625,19.26875
2014-07-01,409,0.0,1.6375,10.68125,16.375,22.01875
2014-07-02,424,0.0,0.84375,10.862499999999999,17.69375,24.4625
2014-07-03,415,0.0,0.16874999999999998,12.98125,19.13125,25.23125
2014-07-04,430,0.0,0.0,14.8875,21.36875,27.818749999999998
2014-07-05,424,0.0,0.3375,13.36875,19.93125,26.45
2014-07-06,414,0.0,0.4625,11.85625,18.05,24.1875
2014-07-07,403,0.0,0.35,12.40625,17.74375,23.04375
2014-07-08,423,0.0,0.3466666666666667,11.446666666666665,16.56,22.40666666666667
2014-07-09,415,0.0,0.04375,12.2125,19.83125,27.36875
2014-07-10,414,0.0,0.14666666666666667,13.826666666666666,19.540000000000003,25.206666666666667
2014-07-11,406,0.0,1.0799999999999998,11.526666666666667,16.92,22.246666666666666
2014-07-12,399,0.0,1.3375,9.6875,16.725,23.7
2014-07-13,415,0.0,3.2624999999999997,7.5874999999999995,14.7625,21.89375
2014-07-14,416,0.0,3.33125,6.575,14.668750000000001,22.71875
2014-07-15,418,0.0,1.0733333333333335,9.04,17.033333333333335,24.966666666666665
2014-07-16,435,0.0,0.1,10.9,18.91875,26.868750000000002
2014-07-17,451,0.0,0.06875,12.6,19.79375,26.91875
2014-07-18,417,0.0,0.58,12.606666666666666,17.453333333333333,22.240000000000002
2014-07-19,413,0.0,0.18125000000000002,12.30625,19.05625,25.75
2014-07-20,440,0.0,0.9733333333333333,12.42,17.913333333333334,23.353333333333335
2014-07-21,453,0.0,1.75,10.2,16.36875,22.48125
2014-07-22,434,0.0,0.9500000000000001,9.73125,17.3875,24.975
2014-07-23,352,0.0,0.13125,13.5875,19.825,26.0125
2014-07-24,357,0.0,0.006666666666666667,12.96,19.740000000000002,26.459999999999997
2014-07-25,347,0.0,2.3125,10.5625,15.74375,20.875
2014-07-26,403,0.0,1.4375,11.95625,16.5625,21.1125
2014-07-27,400,0.0,1.7125,10.5875,16.2875,21.9375
2014-07-28,431,0.0,0.325,10.525,18.325,26.0625
2014-07-29,442,0.0,0.0,12.262500000000001,19.825,27.325
2014-07-30,441,0.0,0.04375,13.53125,21.0375,28.4875
2014-07-31,440,0.0,0.0,13.506666666666666,19.71333333333333,26.733333333333334
2014-08-01,417,0.0,0.2125,13.4375,19.76875,26.0375
2014-08-02,377,0.0,0.675,11.025,17.53125,23.98125
2014-08-03,386,0.0,0.025,13.45625,20.23125,26.9375
2014-08-04,404,0.0,0.0,13.6125,20.3,26.93125
2014-08-05,409,0.0,0.0,14.066666666666666,19.913333333333334,25.720000000000002
2014-08-06,413,0.0,0.0,14.953333333333335,20.14,25.266666666666666
2014-08-07,429,0.0,0.0,14.13125,20.70625,27.24375
2014-08-08,420,0.0,0.08125,13.5125,20.5375,27.5
2014-08-09,404,0.0,1.6375,10.93125,16.46875,21.95625
2014-08-10,398,0.0,2.08125,8.55625,15.925,23.25
2014-08-11,431,0.0,0.03333333333333333,10.813333333333333,19.046666666666667,27.206666666666667
2014-08-12,426,0.0,0.0,12.18,20.206666666666667,28.186666666666667
2014-08-13,377,0.0,0.0,14.8125,21.0875,27.31875
2014-08-14,408,0.0,0.0,15.13125,22.775,30.3625
2014-08-15,398,0.0,0.0,14.90625,21.1875,27.41875
2014-08-16,376,0.0,0.1375,14.3375,19.29375,24.2
2014-08-17,367,0.0,0.0125,15.04375,19.9125,24.75
2014-08-18,372,0.0,0.0,12.675,19.925,27.15625
2014-08-19,383,0.0,0.0,13.475,20.675,27.81875
2014-08-20,382,0.0,0.3125,13.68125,18.575,23.43125
2014-08-21,435,0.0,2.75625,11.49375,15.29375,19.03125
2014-08-22,451,0.0,4.193333333333333,9.833333333333334,13.806666666666667,17.71333333333333
2014-08-23,416,0.0,5.55,9.4625,12.45,15.40625
2014-08-24,409,0.0,7.65,7.35625,10.35,13.2875
2014-08-25,413,0.0,7.05625,4.21875,10.94375,17.60625
2014-08-26,389,0.0,3.19375,5.55625,14.8375,24.08125
2014-08-27,408,0.0,0.0875,10.43125,19.23125,28.00625
2014-08-28,413,0.0,1.43125,10.2125,17.39375,24.5125
2014-08-29,419,0.0,4.41875,6.44375,13.58125,20.69375
2014-08-30,415,0.0,3.06875,8.85625,14.93125,20.9625
2014-08-31,416,0.0,3.83125,6.84375,14.16875,21.43125
2014-09-01,436,0.0,4.43125,6.30625,13.56875,20.78125
2014-09-02,423,0.0,4.426666666666667,7.213333333333334,13.573333333333332,19.86
2014-09-03,424,0.0,5.61875,7.45625,12.38125,17.24375
2014-09-04,443,0.0,6.2875,5.10625,11.7125,18.26875
2014-09-05,436,0.0,4.65625,6.76875,12.21875,18.00625
2014-09-06,431,0.0,3.34375,7.45,14.65625,21.81875
2014-09-07,429,0.0,1.51875,8.4875,16.8375,25.1375
2014-09-08,488,0.0,10.10625,3.98125,7.89375,11.76875
2014-09-09,518,0.0,13.675,1.2875,4.325,7.31875
2014-09-10,538,0.0,13.8,0.7375,4.2,7.6125
2014-09-11,542,0.0,13.44,0.2,4.5600000000000005,8.886666666666667
2014-09-12,495,0.0,11.4875,-1.24375,6.5125,14.2125
2014-09-13,535,0.0,10.59375,1.425,6.28125,11.36875
2014-09-14,520,0.0,9.5875,-0.1625,7.2875000000000005,14.706249999999999
2014-09-15,500,0.0,5.59375,2.575,11.28125,20.21875
2014-09-16,502,0.0,4.3625,3.59375,13.6375,23.6375
2014-09-17,498,0.0,5.1375,5.24375,10.6125,16.45625
2014-09-18,494,0.0,2.61875,7.56875,14.56875,21.99375
2014-09-19,504,0.0,2.29375,9.48125,15.70625,21.85625
2014-09-20,513,0.0,5.01875,6.0625,12.98125,19.86875
2014-09-21,482,0.0,3.7066666666666666,3.8133333333333335,14.293333333333333,24.706666666666667
2014-09-22,460,0.0,0.675,7.69375,17.95625,28.18125
2014-09-23,439,0.0,0.7466666666666667,8.246666666666666,17.8,27.293333333333333
2014-09-24,444,0.0,0.94375,7.36875,17.38125,27.325
2014-09-25,458,0.0,0.3,10.5625,20.01875,29.40625
2014-09-26,459,0.0,2.2375,9.96875,17.075,24.1125
2014-09-27,503,0.0,9.55,4.9,8.45,11.9625
2014-09-28,536,0.0,11.466666666666667,2.58,6.533333333333333,10.44
2014-09-29,514,0.0,9.175,3.33125,8.825,14.26875
2014-09-30,506,0.0,6.475,8.8375,11.525,14.18125
2014-10-01,511,0.0,8.33125,4.43125,9.66875,14.8375
2014-10-02,600,0.0,14.7125,-0.7,3.2875,7.2375
2014-10-03,590,0.0,17.35625,-4.9125,0.64375,6.16875
2014-10-04,567,0.0,12.4625,-1.7625,4.4125000000000005,10.525
2014-10-05,542,0.0,10.862499999999999,1.3875,7.1375,12.825
2014-10-06,554,0.0,8.81875,2.8875,8.05625,13.1875
2014-10-07,555,0.0,10.5125,-0.41250000000000003,6.3625,13.0875
2014-10-08,602,0.0,14.1125,-2.40625,3.8875,10.125
2014-10-09,592,0.0,12.518749999999999,-2.79375,5.48125,13.725
2014-10-10,537,0.0,7.40625,0.8062499999999999,9.46875,18.0875
2014-10-11,570,0.0,6.62,3.3333333333333335,11.379999999999999,19.373333333333335
2014-10-12,557,0.0,9.01875,1.9,8.98125,16.01875
2014-10-13,579,0.0,8.82,-0.4266666666666667,7.9799999999999995,16.386666666666667
2014-10-14,546,0.0,5.95625,3.3812499999999996,12.04375,20.6625
2014-10-15,533,0.0,9.90625,1.575,8.09375,14.55625
2014-10-16,557,0.0,10.75,1.71875,5.0,9.025
2014-10-17,569,0.0,11.90625,-1.54375,3.84375,8.8375
2014-10-18,512,0.0,7.275,2.0875,9.6,18.24375
2014-10-19,487,0.0,7.60625,0.76875,10.39375,19.96875
2014-10-20,495,0.0,4.48125,4.08125,13.51875,22.91875
2014-10-21,467,0.0,5.26875,3.65625,11.60625,19.49375
2014-10-22,529,0.0,8.68125,2.7625,8.19375,13.59375
2014-10-23,536,0.0,8.86875,1.66875,9.13125,16.53125
2014-10-24,585,0.0,10.65,0.375,6.225,12.025
2014-10-25,609,0.0,12.8625,-2.79375,4.0125,10.76875
2014-10-26,610,0.0,11.38125,1.7625,6.61875,11.4125
2014-10-27,650,0.0,16.6125,-0.28125,1.3875,2.99375
2014-10-28,679,0.0,17.05,-2.4125,-0.17500000000000002,2.09375
2014-10-29,653,0.0,15.4875,-2.45625,1.3875,5.0875
2014-10-30,699,0.0,17.85,-3.3875,-0.975,1.475
2014-10-31,652,0.0,15.0375,-2.4875,2.9625000000000004,8.375
2014-11-01,676,0.0,14.4375,-2.325,3.5625,9.40625
2014-11-02,722,0.0,16.1875,-0.75,1.8125,4.325
2014-11-03,713,0.0,16.6125,-1.38125,1.3875000000000002,4.10625
2014-11-04,689,0.0,16.74,-1.5599999999999998,1.26,4.073333333333333
2014-11-05,703,0.0,15.78,-3.02,1.02,5.046666666666667
2014-11-06,678,0.0,15.58125,-4.59375,1.29375,7.3625
2014-11-07,630,0.0,15.5875,-2.9125,2.4125,7.73125
2014-11-08,764,0.0,20.84375,-8.71875,-3.96875,0.29999999999999993
2014-11-09,846,0.0,26.825,-12.55625,-9.95,-7.30625
2014-11-10,882,0.0,29.075,-14.71875,-12.2,-10.4625
2014-11-11,877,0.0,30.51875,-15.33125,-12.51875,-9.66875
2014-11-12,893,0.0,29.825,-16.13125,-12.95,-10.36875
2014-11-13,943,0.0,31.26875,-19.39375,-14.393749999999999,-9.33125
2014-11-14,949,0.0,34.526666666666664,-21.853333333333335,-16.526666666666667,-11.133333333333333
2014-11-15,917,0.0,28.7,-16.00625,-11.825000000000001,-7.60625
2014-11-16,938,0.0,27.75,-12.6625,-9.75,-6.775
2014-11-17,973,0.0,30.61875,-16.7875,-12.61875,-8.40625
2014-11-18,954,0.0,25.59375,-14.65625,-8.71875,-3.9250000000000003
2014-11-19,977,0.0,29.1,-14.6375,-11.1,-7.5
2014-11-20,905,0.0,26.446666666666665,-14.213333333333335,-8.446666666666667,-2.6333333333333333
